precio,expensas,direccion,superficie,dormitorios,banos,antiguedad,fuente,ciudad,superficie_imputada,superficie_rango,banos_imputado
780000.0,,Antártida Argentina 600,33,,1,15,argenprop,Neuquen,False,"(23.999, 42.0]",False
900000.0,90000.0,Alquiler Departamento Calle Mitre 900,,1,,,argenprop,Neuquen,False,,False
4610200.0,380000.0,"INAL ANTU 1000, Piso 4",140,2,2,12,argenprop,Neuquen,False,"(70.0, 300.0]",True
1600000.0,,Carlos H.Rodriguez 300,48,2,2,,argenprop,Neuquen,False,"(42.0, 52.0]",False
1500000.0,,General Manuel Belgrano 600,50,2,1,,argenprop,Neuquen,False,"(42.0, 52.0]",True
1600000.0,,Carlos H Rodriguez 300,86,2,2,,argenprop,Neuquen,True,"(70.0, 300.0]",False
1600000.0,,Carlos Hilario Rodriguez 300,48,2,1,,argenprop,Neuquen,False,"(42.0, 52.0]",False
2700000.0,,Carlos Hilario Rodriguez 300,,3,,,argenprop,Neuquen,False,,False
1300000.0,,"Depto en alquiler, Cordoba y Alderete",55,1,1,5,argenprop,Neuquen,False,"(52.0, 70.0]",True
1300000.0,42000.0,"Depto 1 dor, Edificio Vitruvio Neuquen",65,1,1,0,argenprop,Neuquen,False,"(52.0, 70.0]",True
3200000.0,400000.0,Mendoza al 100,122,3,2,25,argenprop,Neuquen,False,"(70.0, 300.0]",True
1100000.0,,Dewey  al 200,30,,1,0,argenprop,Neuquen,False,"(23.999, 42.0]",False
2000000.0,150000.0,"Belgrano 100, Piso 1",100,3,3,,argenprop,Neuquen,False,"(70.0, 300.0]",False
1500000.0,,FAVA 65,58,1,1,0,argenprop,Neuquen,False,"(52.0, 70.0]",True
1500000.0,120000.0,Islas Malvinas 636,70,2,1,7,argenprop,Neuquen,False,"(52.0, 70.0]",True
850000.0,92000.0,Mitre  al 900,47,1,1,0,argenprop,Neuquen,False,"(42.0, 52.0]",True
1300000.0,,Fava 65,47,1,1,0,argenprop,Neuquen,False,"(42.0, 52.0]",True
630000.0,,2º  PISO 100,32,1,1,23,argenprop,Neuquen,False,"(23.999, 42.0]",True
1869000.0,,Mendoza 400,53,1,1,6,argenprop,Neuquen,False,"(52.0, 70.0]",True
1600000.0,,Carlos H. Rodriguez 400,78,2,2,7,argenprop,Neuquen,False,"(70.0, 300.0]",True
100000.0,,Mendoza 400,53,1,1,6,argenprop,Neuquen,False,"(52.0, 70.0]",True
850000.0,25000.0,Sargento Cabral 2100,65,1,1,23,argenprop,Neuquen,False,"(52.0, 70.0]",True
780000.0,50000.0,Belgrano 200,34,,,4,argenprop,Neuquen,False,"(23.999, 42.0]",False
2000000.0,180000.0,Dr. Ramon y Avenida Argentina 100,58,1,1,5,argenprop,Neuquen,False,"(52.0, 70.0]",True
2200000.0,230000.0,Brown Almirante 100,134,4,,26,argenprop,Neuquen,False,"(70.0, 300.0]",False
1500000.0,160000.0,Sargento Cabral 300,59,1,1,0,argenprop,Neuquen,False,"(52.0, 70.0]",True
2492000.0,160000.0,Sargento Cabral 300,110,2,2,0,argenprop,Neuquen,False,"(70.0, 300.0]",True
1300000.0,5000.0,Eugenio Perticone 600,84,2,2,45,argenprop,Neuquen,False,"(70.0, 300.0]",True
1300000.0,150000.0,Mitre 800,56,1,1,2,argenprop,Neuquen,False,"(52.0, 70.0]",True
780000.0,80000.0,Antártida Argentina 600,29,,1,15,argenprop,Neuquen,False,"(23.999, 42.0]",False
1300000.0,,Mendoza 1100,70,2,1,20,argenprop,Neuquen,False,"(52.0, 70.0]",True
2700000.0,,Ch rodriguez 400,100,3,2,10,argenprop,Neuquen,False,"(70.0, 300.0]",True
500000.0,75000.0,"Rivadavia 200, Piso 3",55,1,1,12,argenprop,Salta,False,"(52.0, 70.0]",True
480000.0,,Exc depto 1 dor alq bcon/asador/gge/SUM Dean Funes 1200,52,1,1,,argenprop,Salta,False,"(42.0, 52.0]",False
480000.0,70000.0,"Alsina 300, Piso 3",32,,1,5,argenprop,Salta,False,"(23.999, 42.0]",False
600000.0,70000.0,"Caseros 1300, Piso 2",52,1,1,10,argenprop,Salta,False,"(42.0, 52.0]",True
872200.0,,Alvarado 1800,79,2,2,5,argenprop,Salta,False,"(70.0, 300.0]",True
747600.0,70000.0,"Dean Funes 300, Piso 3",46,1,1,,argenprop,Salta,True,"(42.0, 52.0]",False
1246000.0,,"Deán Funes 500, Piso 3",86,2,2,,argenprop,Salta,True,"(70.0, 300.0]",False
690000.0,,Exc Depto 2 Dor Alq terraza/asador Alvarado al 300,55,2,1,25,argenprop,Salta,False,"(52.0, 70.0]",True
500000.0,,Exc Depto 1 Dor Alquiler x 2 años Alte Brown 200,44,1,1,5,argenprop,Salta,False,"(42.0, 52.0]",True
600000.0,,Exc Depto 1 Dor Alq Amob Gge/sum/pileta 12 Octubre 700,45,1,1,2,argenprop,Salta,False,"(42.0, 52.0]",True
400000.0,45000.0,Exc Depto Monoambiente Alq luminoso Ameghino al 200,38,,1,10,argenprop,Salta,False,"(23.999, 42.0]",False
350000.0,,GRAND BOURG,,1,,,argenprop,Salta,False,,False
800000.0,16000.0,Exc Depto 3 Dorm Bcon Alq Amoblado B° General,90,3,2,40,argenprop,Salta,False,"(70.0, 300.0]",True
600000.0,70000.0,"Aniceto Latorre 800, Piso 1",90,3,1,,argenprop,Salta,False,"(70.0, 300.0]",False
623000.0,,BUENOS AIRES 100,50,1,1,15,argenprop,Salta,False,"(42.0, 52.0]",True
600000.0,4000.0,"Parque Belgrano 100, Piso 2 6",80,3,1,,argenprop,Salta,True,"(70.0, 300.0]",False
500000.0,,"Dean Funes 1000, Piso 8 810",45,,1,0,argenprop,Salta,False,"(42.0, 52.0]",False
700000.0,80000.0,Juramento 1400,46,1,1,,argenprop,Salta,True,"(42.0, 52.0]",False
772520.0,75000.0,Exc. Depto 1 Dorm Alq Balcón/gge Dean Funes 1300,56,1,1,10,argenprop,Salta,False,"(52.0, 70.0]",True
800000.0,,Av. Belgrano 2000,97,3,2,25,argenprop,Salta,False,"(70.0, 300.0]",True
360000.0,55000.0,"Alsina 300, Piso 4",30,,1,4,argenprop,Salta,False,"(23.999, 42.0]",False
700000.0,85000.0,"Av Belgrano 2300, Piso 1",73,1,1,8,argenprop,Salta,False,"(70.0, 300.0]",True
450000.0,45000.0,Alquiler Monoambiente amoblado calle Juramento,32,,1,16,argenprop,Salta,False,"(23.999, 42.0]",False
580000.0,75000.0,Av Belgrano 1500,39,1,1,7,argenprop,Salta,False,"(23.999, 42.0]",True
700000.0,,"Bolivar 400, Piso 4",80,2,2,,argenprop,Salta,False,"(70.0, 300.0]",False
750000.0,90000.0,Necochea 300,67,2,1,4,argenprop,Salta,False,"(52.0, 70.0]",True
450000.0,55000.0,Av. Reyes Catolicos 1500,45,1,1,6,argenprop,Salta,False,"(42.0, 52.0]",True
1246000.0,,Departamento amoblado en alquiler calle Necochea,78,2,2,,argenprop,Salta,False,"(70.0, 300.0]",False
650000.0,,Monoambiente en alquiler San Lorenzo Chico,35,,1,,argenprop,Salta,False,"(23.999, 42.0]",False
650000.0,85000.0,"Av Belgrano 2300, Piso 2",57,1,1,10,argenprop,Salta,False,"(52.0, 70.0]",True
3115000.0,,Dean Funes al 800,86,2,2,0,argenprop,Salta,True,"(70.0, 300.0]",False
600000.0,,Departamento un dormitorio en alquiler Pueyrredon,65,1,1,,argenprop,Salta,False,"(52.0, 70.0]",False
700000.0,,Departamento tres dormitorios en alquiler,80,3,1,,argenprop,Salta,True,"(70.0, 300.0]",False
650000.0,,Departamento amoblado en alquiler,53,1,1,,argenprop,Salta,False,"(52.0, 70.0]",False
1370600.0,100000.0,"20 De Febrero 1100, Piso 5",57,2,1,,argenprop,Salta,True,"(52.0, 70.0]",False
600000.0,206000.0,Gral. Güemes 1800,70,1,1,15,argenprop,Salta,False,"(52.0, 70.0]",True
650000.0,,Tres Cerritos - Júncaros 350,,3,,,argenprop,Salta,False,,False
750000.0,,Belgica y Paraguay,,3,,,argenprop,Salta,False,,False
320000.0,,Bº Scalabrini Ortiz,,1,,,argenprop,Salta,False,,False
380000.0,,B* Bancario,,2,,,argenprop,Salta,False,,False
660000.0,,Bº Casino,88,3,2,,argenprop,Salta,False,"(70.0, 300.0]",True
550000.0,,Departamento en alquiler zona sur,80,3,1,,argenprop,Salta,True,"(70.0, 300.0]",False
600000.0,,Departamento en alquiler microcentro,60,1,1,,argenprop,Salta,False,"(52.0, 70.0]",False
450000.0,,"DE LA ROZA, JOSE IGNACIO ESTE 100",41,1,1,,argenprop,San Juan,False,"(23.999, 42.0]",True
280000.0,75000.0,"Las heras 100, Piso 1",24,,1,,argenprop,San Juan,False,"(23.999, 42.0]",False
300000.0,,General Acha Sur 800,30,,,,argenprop,San Juan,False,"(23.999, 42.0]",False
1200000.0,,Libertador oeste 600,119,3,2,,argenprop,San Juan,False,"(70.0, 300.0]",True
750000.0,,Santa Fe Oeste 100,90,2,2,,argenprop,San Juan,False,"(70.0, 300.0]",True
280000.0,,Constitucion 1100,46,1,1,,argenprop,San Luis,True,"(42.0, 52.0]",False
410000.0,,Ministro Berrondo 100,57,2,1,,argenprop,San Luis,True,"(52.0, 70.0]",False
400000.0,,Pasaje remedios de escalada de san martin 1400,57,2,1,,argenprop,San Luis,True,"(52.0, 70.0]",False
620000.0,,Cnel J Pringles 1300,86,2,2,,argenprop,San Luis,True,"(70.0, 300.0]",False
400000.0,,Caseros 600,46,1,1,10,argenprop,San Luis,True,"(42.0, 52.0]",False
850000.0,160000.0,Av. Almirante Brown  al 6700,79,2,2,52,argenprop,Santa fe,False,"(70.0, 300.0]",True
650000.0,,"BALCARCE 1100, Piso 8",66,2,1,,argenprop,Santa fe,False,"(52.0, 70.0]",False
659750.0,50000.0,"Planta Baja, entrada indep, cocina equipada, dos dormitorios con placard, antebaño baño y patiecito",51,2,1,11,argenprop,Santa fe,False,"(42.0, 52.0]",True
761250.0,73208.0,"ENTRADA INDEPENDIENTE, JARDÍN EN ESQUINA, ESTAR COMEDOR, COCINA, DOS DORMITORIOS, EQUIPADO",56,2,1,11,argenprop,Santa fe,False,"(52.0, 70.0]",True
761250.0,80000.0,"Semipiso estar comedor con balcon, cocina, escritorio, 2 baños, 2 dorm con placard, balcon lavadero",68,2,1,5,argenprop,Santa fe,False,"(52.0, 70.0]",True
517650.0,62397.0,"PARA ESTUDIAR O TRABAJAR, LUMINOSO, AMPLIO, CON BALCONES, EQUIPADO, A PASOS DE LA COSTANERA",53,1,1,11,argenprop,Santa fe,False,"(52.0, 70.0]",True
406000.0,25369.0,"SUPER LUMINOSO BALCON AL FRENTE, PLACARD Y COCINA A ESTRENAR",40,1,1,0,argenprop,Santa fe,False,"(23.999, 42.0]",True
406000.0,27906.0,AMPLIO CON BALCON COCINA LAVADERO SECTORIZADA A ESTRENAR,40,1,1,0,argenprop,Santa fe,False,"(23.999, 42.0]",True
558250.0,45636.0,"SEMIPISO DE UN DORMITORIO, COCINA SECTORIAZADA, ESCRITORIO, UN BAÑO Y DOS BALCONES, COCHERA OPCIONAL",43,1,1,0,argenprop,Santa fe,False,"(42.0, 52.0]",True
609000.0,43433.0,"Muy luminoso, en esquina con tres balcones equipado con cocina y calefactor",51,2,1,18,argenprop,Santa fe,False,"(42.0, 52.0]",True
650000.0,100000.0,"SAN MARTIN 2000, Piso 6",80,3,2,,argenprop,Santa fe,False,"(70.0, 300.0]",False
517650.0,42816.0,"Amplio estar comedor, equipado con cocina, calefactor, placard y aire, TERRAZA exclusiva z/COSTANERA",40,1,1,16,argenprop,Santa fe,False,"(23.999, 42.0]",True
714000.0,100000.0,Alquiler Dpto 3 dormis en Peatonal!,80,3,1,0,argenprop,Santa fe,True,"(70.0, 300.0]",False
399000.0,,Alquiler interno San Jerónimo 3900,46,1,1,0,argenprop,Santa fe,True,"(42.0, 52.0]",False
850000.0,70000.0,"BELGRANO 3100, Piso 3",,3,,,argenprop,Santa fe,False,,False
400000.0,,Sarmiento 6400,40,1,1,3,argenprop,Santa fe,False,"(23.999, 42.0]",True
750000.0,,"San Lorenzo 1900, Piso 11",57,2,1,,argenprop,Santa fe,True,"(52.0, 70.0]",False
400000.0,122000.0,"AV J.J. PASO 2900, Piso 8",80,3,1,,argenprop,Santa fe,True,"(70.0, 300.0]",False
600000.0,150000.0,San Martin  al 1800,70,2,1,40,argenprop,Santa fe,False,"(52.0, 70.0]",True
550000.0,136000.0,Saavedra  al 2300,57,2,1,30,argenprop,Santa fe,True,"(52.0, 70.0]",False
350000.0,,SAN MARTIN al 1800,46,1,1,30,argenprop,Santa fe,True,"(42.0, 52.0]",False
585000.0,30000.0,San Jeronimo al 4300,80,3,2,35,argenprop,Santa fe,False,"(70.0, 300.0]",True
1200000.0,140000.0,"SAN GERONIMO 1200, Piso 7",100,3,3,,argenprop,Santa fe,True,"(70.0, 300.0]",False
450000.0,45000.0,"4 DE ENERO 2800, Piso 2",46,1,1,,argenprop,Santa fe,True,"(42.0, 52.0]",False
850000.0,195000.0,"1 DE MAYO 2500, Piso 4",120,3,2,,argenprop,Santa fe,False,"(70.0, 300.0]",False
230000.0,,Pje. Alberti 570 P1 - D4,30,,1,40,argenprop,Santa fe,False,"(23.999, 42.0]",False
530000.0,70000.0,San Jeronimo al 2000,57,2,1,50,argenprop,Santa fe,True,"(52.0, 70.0]",False
320000.0,25000.0,San Jose al 2200,46,1,1,30,argenprop,Santa fe,True,"(42.0, 52.0]",False
530000.0,62000.0,San Jeronimo al 3900,65,2,1,25,argenprop,Santa fe,False,"(52.0, 70.0]",True
480000.0,55000.0,"9 DE JULIO 3400, Piso 8",,1,,,argenprop,Santa fe,False,,False
550000.0,,"BV. PELLEGRINI 3100, Piso 8",,1,,,argenprop,Santa fe,False,,False
550000.0,60000.0,"BV. PELLEGRINI 3100, Piso 7",,1,,,argenprop,Santa fe,False,,False
450000.0,38000.0,Francia  al 2600,46,1,1,20,argenprop,Santa fe,True,"(42.0, 52.0]",False
380000.0,37000.0,"Iturraspe 2100, Piso 1",50,1,1,2005,argenprop,Santa fe,False,"(42.0, 52.0]",True
620000.0,40000.0,Saavedra 3900,65,2,1,20,argenprop,Santa fe,False,"(52.0, 70.0]",True
450000.0,37000.0,1ro de Mayo al 1800,80,2,2,50,argenprop,Santa fe,False,"(70.0, 300.0]",True
650000.0,77000.0,Alte Brown  al 5700,57,2,1,50,argenprop,Santa fe,True,"(52.0, 70.0]",False
270000.0,,Ricardo Aldao 1400,25,1,1,18,argenprop,Santa fe,False,"(23.999, 42.0]",True
440000.0,50000.0,San Martín 2200,45,1,1,30,argenprop,Santa fe,False,"(42.0, 52.0]",True
550000.0,70000.0,Calle Francia 2200,49,1,1,3,argenprop,Santa fe,False,"(42.0, 52.0]",True
550000.0,50000.0,Gobernador Crespo 3900,60,2,1,16,argenprop,Santa fe,False,"(52.0, 70.0]",True
420000.0,50000.0,San Martín 2400,45,1,1,30,argenprop,Santa fe,False,"(42.0, 52.0]",True
450000.0,40000.0,Espora 800,50,1,1,12,argenprop,Santa fe,False,"(42.0, 52.0]",True
950000.0,320000.0,"BV. GALVEZ 1100, Piso 1",86,2,2,,argenprop,Santa fe,True,"(70.0, 300.0]",False
750000.0,180000.0,San Lorenzo 2700,140,3,2,19,argenprop,Santa fe,False,"(70.0, 300.0]",True
900000.0,150000.0,Boulevard Gálvez 2000,70,2,1,13,argenprop,Santa fe,False,"(52.0, 70.0]",True
470000.0,25000.0,Ituzaingó 1900,41,1,1,7,argenprop,Santa fe,False,"(23.999, 42.0]",True
550000.0,,Calle Teodoro Mendoza 4000,46,1,1,9,argenprop,Tierra del fuego,True,"(42.0, 52.0]",False
650000.0,,"Avenida Leandro Alem 4400, Piso 1",37,1,1,6,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
750000.0,120000.0,17 De Octubre 300,69,2,1,5,argenprop,Tierra del fuego,False,"(52.0, 70.0]",True
650000.0,,De la rastra 2000,35,1,1,0,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
790000.0,20000.0,Ramón Cortez 500,70,2,1,,argenprop,Tierra del fuego,False,"(52.0, 70.0]",False
650000.0,,Avenida Leandro Alem 4400,40,1,1,6,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
1825000.0,,"Presidente Bernardino Rivadavia 100, Piso 2",90,2,2,14,argenprop,Tierra del fuego,False,"(70.0, 300.0]",True
890000.0,,"Walanika 300, Piso 3",45,1,1,10,argenprop,Tierra del fuego,False,"(42.0, 52.0]",True
850000.0,,"Walanika 300, Piso 3",45,1,1,6,argenprop,Tierra del fuego,False,"(42.0, 52.0]",True
680000.0,,"Walanika 300, Piso 3",40,1,1,8,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
750000.0,,12 de Octubre 300,31,1,1,4,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
1250000.0,,INDEPENDENCIA 213,54,2,1,6,argenprop,Tierra del fuego,False,"(52.0, 70.0]",True
750000.0,,9 de julio N°229,55,,1,4,argenprop,Tierra del fuego,False,"(52.0, 70.0]",False
850000.0,,Olegario Andrade 500,36,1,1,5,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
650000.0,145000.0,Los Ñires 3900,25,1,1,0,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
700000.0,50000.0,Alem 4600,40,1,1,10,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
950000.0,50000.0,Gobernador Ernesto Manuel Campos 1500,52,1,1,1,argenprop,Tierra del fuego,False,"(42.0, 52.0]",True
767000.0,,Gdor. Deloqui 300,33,1,1,0,argenprop,Tierra del fuego,False,"(23.999, 42.0]",True
850000.0,,BRISIGHELLI 1000,60,2,1,30,argenprop,Tierra del fuego,False,"(52.0, 70.0]",True
280000.0,60000.0,"Cordoba 300, Piso 2",40,1,1,,argenprop,Tucuman,False,"(23.999, 42.0]",False
1500000.0,200000.0,"BALCARCE 800, Piso 3",135,3,2,35,argenprop,Tucuman,False,"(70.0, 300.0]",True
600000.0,140000.0,"9 DE JULIO 700, Piso 5",80,2,2,15,argenprop,Tucuman,False,"(70.0, 300.0]",True
450000.0,55000.0,"Av. SALTA 600, Piso 4",45,1,1,14,argenprop,Tucuman,False,"(42.0, 52.0]",True
390000.0,90000.0,Monteagudo 400,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
680000.0,125000.0,Muñecas 400,80,2,2,,argenprop,Tucuman,False,"(70.0, 300.0]",True
380000.0,79000.0,CRISOSTOMO ALVAREZ 500,65,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
260000.0,180000.0,"Catamarca 100, Piso 2",38,1,1,,argenprop,Tucuman,False,"(23.999, 42.0]",False
300000.0,,JUAN PADROS 500,70,3,1,,argenprop,Tucuman,False,"(52.0, 70.0]",False
500000.0,,Honduras 100,50,,,,argenprop,Tucuman,False,"(42.0, 52.0]",False
650000.0,,Santiago Del Estero 100,70,2,1,13,argenprop,Tucuman,False,"(52.0, 70.0]",True
380000.0,,Barrio Oeste 2,70,2,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
380000.0,30000.0,España 1400,70,2,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
430000.0,29000.0,Las Heras C 400,70,1,1,3,argenprop,Tucuman,False,"(52.0, 70.0]",True
390000.0,43000.0,Bernabe Araoz C 100,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
410000.0,30000.0,Jujuy  D 200,46,1,1,,argenprop,Tucuman,False,"(42.0, 52.0]",True
380000.0,134000.0,Rivadavia 900,98,1,1,,argenprop,Tucuman,False,"(70.0, 300.0]",True
390000.0,35000.0,General Paz 900,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
390000.0,27000.0,Jujuy  E 200,65,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
440000.0,46000.0,Av. Soldati A 200,65,1,1,12,argenprop,Tucuman,False,"(52.0, 70.0]",True
580000.0,86000.0,San Lorenzo 800,65,2,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
315000.0,26000.0,CRISóSTOMO ÁLVAREZ 1600,60,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
430000.0,,Las Heras C 400,70,1,1,3,argenprop,Tucuman,False,"(52.0, 70.0]",True
390000.0,30000.0,Bernabe Araoz C 100,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
420000.0,30000.0,Jujuy C 200,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
420000.0,30000.0,Jujuy  D 200,46,1,1,,argenprop,Tucuman,False,"(42.0, 52.0]",True
500000.0,,Laprida 400,65,2,1,40,argenprop,Tucuman,False,"(52.0, 70.0]",True
300000.0,50000.0,General Paz 1000,60,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
420000.0,,Jujuy C 200,55,1,1,,argenprop,Tucuman,False,"(52.0, 70.0]",True
420000.0,,Jujuy B 200,60,,,,argenprop,Tucuman,False,"(52.0, 70.0]",False
450000.0,63000.0,Amador Lucero B 100,61,1,1,1,argenprop,Tucuman,False,"(52.0, 70.0]",True
210000.0,25000.0,Pasaje Gatibaldi 100,35,,,,argenprop,Tucuman,False,"(23.999, 42.0]",False
450000.0,32000.0,Amador Lucero D 100,60,1,1,1,argenprop,Tucuman,False,"(52.0, 70.0]",True
700000.0,,Las Heras A 400,145,2,2,,argenprop,Tucuman,False,"(70.0, 300.0]",False
470000.0,,Balcarce 600,70,1,1,0,argenprop,Tucuman,False,"(52.0, 70.0]",True
490000.0,44000.0,Amador Lucero E 100,74,1,1,1,argenprop,Tucuman,False,"(70.0, 300.0]",True
430000.0,,Balcarce 600,50,1,1,0,argenprop,Tucuman,False,"(42.0, 52.0]",True
173817000.0,,Avenida Manuel Belgrano 4500,81,1,1,1,argenprop,Tucuman,False,"(70.0, 300.0]",True
240000.0,20000.0,Bernardino Rivadavia 1200,35,1,1,10,argenprop,Tucuman,False,"(23.999, 42.0]",True
390000.0,100000.0,"Gral M Soler 3500, Piso 1",37,,1,40,argenprop,Caba,False,"(23.999, 42.0]",False
590000.0,105000.0,Doctor Tomás Manuel De Anchorena 1300,36,,1,0,argenprop,Caba,False,"(23.999, 42.0]",False
500000.0,105000.0,"JUNCAL 1100, Piso 4",35,1,1,60,argenprop,Caba,False,"(23.999, 42.0]",True
550000.0,,"*RESERVADO * 2000, Piso 3",39,1,1,40,argenprop,Caba,False,"(23.999, 42.0]",True
1200000.0,263000.0,"Avenida Coronel Díaz 1800, Piso 1",90,3,2,,argenprop,Caba,False,"(70.0, 300.0]",False
630000.0,120000.0,"Laprida 1300, Piso 8",56,1,1,60,argenprop,Caba,False,"(52.0, 70.0]",True
900000.0,170000.0,"Julian Alvarez 2000, Piso 6",52,1,1,45,argenprop,Caba,False,"(42.0, 52.0]",True
800000.0,168000.0,"Chenaut al 1800, entre Arce y Baez",50,1,1,20,argenprop,Caba,False,"(42.0, 52.0]",True
670000.0,130000.0,Avenida Luis María Campos 300,37,1,1,,argenprop,Caba,False,"(23.999, 42.0]",False
550000.0,65000.0,"Guayaquil 100, Piso 5",40,1,1,50,argenprop,Caba,False,"(23.999, 42.0]",True
735140.0,,"Vicente  Lopez 1900, Piso 2",32,,,,argenprop,Caba,False,"(23.999, 42.0]",False
400000.0,110000.0,Arenales 2800,46,1,1,40,argenprop,Caba,True,"(42.0, 52.0]",False
750000.0,50000.0,"Loyola 400, Piso 1",48,1,1,60,argenprop,Caba,False,"(42.0, 52.0]",True
420000.0,81000.0,"Rojas 100, Piso 9",37,1,1,50,argenprop,Caba,False,"(23.999, 42.0]",True
1000000.0,230000.0,"J Bonifacio 600, Piso 1",70,2,1,10,argenprop,Caba,False,"(52.0, 70.0]",True
996800.0,,French  al 2900,37,1,1,0,argenprop,Caba,False,"(23.999, 42.0]",True
410000.0,58500.0,"Mendez De Andes 1900, Piso 5",37,,1,8,argenprop,Caba,False,"(23.999, 42.0]",False
420000.0,110000.0,"Felipe Vallese 1600, Piso 7",30,,1,8,argenprop,Caba,False,"(23.999, 42.0]",False
700000.0,90000.0,"Ravignani 2000, Piso 6",34,,1,3,argenprop,Caba,False,"(23.999, 42.0]",False
750000.0,150000.0,Paraguay 1600,36,1,1,,argenprop,Caba,False,"(23.999, 42.0]",False
1183700.0,350000.0,"Paunero 2700, Piso 5",60,2,1,20,argenprop,Caba,False,"(52.0, 70.0]",True
650000.0,130000.0,"Sánchez De Bustamante 2600, Piso 2",40,1,1,0,argenprop,Caba,False,"(23.999, 42.0]",True
800000.0,100000.0,"MIGUELETES 2300, Piso 3",46,1,1,0,argenprop,Caba,False,"(42.0, 52.0]",True
500000.0,175000.0,"Jose Luis Borges 2200, Piso 2",31,,1,15,argenprop,Caba,False,"(23.999, 42.0]",False
750000.0,140000.0,"Davila 800, Piso 3",73,2,2,40,argenprop,Caba,False,"(70.0, 300.0]",True
900000.0,90000.0,"Aranguren 1900, Piso 9",50,,,0,argenprop,Caba,False,"(42.0, 52.0]",False
480000.0,92000.0,"Agüero 1600, Piso 3",27,,1,0,argenprop,Caba,False,"(23.999, 42.0]",False
480000.0,60000.0,"Avenida Avellaneda 1300, Piso 6",30,,1,5,argenprop,Caba,False,"(23.999, 42.0]",False
950000.0,140000.0,"Julian Alvarez 1200, Piso 6",46,1,1,0,argenprop,Caba,True,"(42.0, 52.0]",False
590000.0,120000.0,French 3000,46,1,1,10,argenprop,Caba,True,"(42.0, 52.0]",False
650000.0,100000.0,Av Pueyrredon  al 2400,31,1,1,30,argenprop,Caba,False,"(23.999, 42.0]",True
1500000.0,450000.0,"OLAZABAL 2600, Piso 4",62,2,1,25,argenprop,Caba,False,"(52.0, 70.0]",True
490000.0,92700.0,"Marcelo T. de Alvear 400, Piso 10",37,,1,40,argenprop,Caba,False,"(23.999, 42.0]",False
650000.0,118000.0,"Gascon 1500, Piso 7",46,1,1,60,argenprop,Caba,True,"(42.0, 52.0]",False
600000.0,120000.0,"Juan Maria Gutierrez 3700, Piso 5",40,1,1,30,argenprop,Caba,False,"(23.999, 42.0]",True
747600.0,100000.0,Aráoz 2400,40,1,1,,argenprop,Caba,False,"(23.999, 42.0]",False
600000.0,110000.0,"Doblas 1000, Piso 2",46,1,1,50,argenprop,Caba,True,"(42.0, 52.0]",False
550000.0,170000.0,"Av santa fe 2000, Piso 1",50,1,1,50,argenprop,Caba,False,"(42.0, 52.0]",True
690000.0,120000.0,Bogotá 100,43,2,1,,argenprop,Caba,False,"(42.0, 52.0]",False
495000.0,55000.0,"Billinghurst 1300, Piso 6",34,,1,38,argenprop,Caba,False,"(23.999, 42.0]",False
800000.0,,"Güemes 4400, Piso 5",50,2,1,,argenprop,Caba,False,"(42.0, 52.0]",False
4547900.0,1400000.0,Manuela Sáenz 400,220,4,,20,argenprop,Caba,False,"(70.0, 300.0]",False
520000.0,110000.0,"Avenida Independencia 1300, Piso 6",40,1,1,,argenprop,Caba,False,"(23.999, 42.0]",False
800000.0,183800.0,Laprida 1200,52,2,1,50,argenprop,Caba,False,"(42.0, 52.0]",True
490000.0,70000.0,"Gascón 1700, Piso 5",32,,,9,argenprop,Caba,False,"(23.999, 42.0]",False
996800.0,200000.0,"Costa Rica 3900, Piso 3",50,1,1,7,argenprop,Caba,False,"(42.0, 52.0]",True
790000.0,230000.0,"Torre Arealis - Puerto Norte , Piso 05",50,1,1,,argenprop,Rosario,False,"(42.0, 52.0]",False
700000.0,51000.0,"Catamarca 1900, Piso 2",74,3,2,,argenprop,Rosario,False,"(70.0, 300.0]",False
459000.0,50000.0,Santiago 1333,45,1,1,10,argenprop,Rosario,False,"(42.0, 52.0]",True
428400.0,70000.0,3 de Febrero 385,60,1,1,0,argenprop,Rosario,False,"(52.0, 70.0]",True
