precio,Expensas,Direccion,Superficie,Dormitorios,Banos,Antiguedad,Ambientes,Fuente,ciudad
300000,No disponible,Av. Lopez y Planes y Vivanco,60  m² cubie.,2 dorm.,No disponible,10 años,No disponible,argenprop,Misiones
920000,No disponible,"Beato Roque González 800, Piso 13",65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
920000,No disponible,"Beato Roque González 800, Piso 14",65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
390000,No disponible,Av. Francisco de Haro y Ambrosetti,65  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
450000,No disponible,Avila al 4400,70  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
2500000,No disponible,"Colon 1300, Piso 15",No disponible,5 dorm.,5 baños,10 años,No disponible,argenprop,Misiones
700000,No disponible,"Beato Roque González 800, Piso 13",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Misiones
1800000,300000,Departamento de 3 dormitorios amoblado,No disponible,3 dorm.,2 baños,a estrenar,No disponible,argenprop,Misiones
800000,No disponible,"Junin 1800, Piso 10",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Misiones
1190000,No disponible,"San Martín 2100, Piso 14",No disponible,2 dorm.,3 baños,No disponible,3 ambientes,argenprop,Misiones
900000,80000,Av. Tambor de Tacuarí y Lavalle,70  m² cubie.,3 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
500000,No disponible,"Roque Gonzalez 1000, Piso 1",40  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
700000,No disponible,Edif. Alba I,95  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
590000,No disponible,"Ramón Lista 1100, Piso 2",42  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
497000,No disponible,"Ramón Lista 1100, Piso 3",29  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
473000,No disponible,"Ramón Lista 1100, Piso 3",27  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
605000,No disponible,"Ramón Lista 1100, Piso 3",42  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
500000,No disponible,"Bustamante 3000, Piso 1",60  m² cubie.,2 dorm.,No disponible,5 años,No disponible,argenprop,Misiones
350000,No disponible,San Marcos y Francia,30  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Misiones
500000,No disponible,Herrera,40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
490000,80000,Departamento de 2 dormitorios céntrico,60  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
800000,No disponible,"Junin 1800, Piso 7",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Misiones
950000,No disponible,"Beato Roque González 800, Piso 15",65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
1100000,No disponible,"Beato Roque González 800, Piso 6",105  m² cubie.,2 dorm.,3 baños,No disponible,No disponible,argenprop,Misiones
1200000,No disponible,"Beato Roque González 800, Piso 19",105  m² cubie.,2 dorm.,3 baños,No disponible,No disponible,argenprop,Misiones
620000,No disponible,"Beethoven 1600, Piso 7",109  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Misiones
1400000,No disponible,"Ayacucho 1300, Piso 14",No disponible,3 dorm.,3 baños,No disponible,4 ambientes,argenprop,Misiones
800000,No disponible,"Ayacucho 1300, Piso 10",67  m² cubie.,1 dorm.,No disponible,4 años,No disponible,argenprop,Misiones
800000,No disponible,"López Torres 4800, Piso 12",71  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
600000,No disponible,Pedro Mendez 2032,60  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
400000,No disponible,Ch. 32-33,70  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Misiones
2400000,No disponible,Colón 1300,300  m² cubie.,5 dorm.,5 baños,No disponible,No disponible,argenprop,Misiones
250000,No disponible,Calle 168,50  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
1190000,No disponible,San Martín 2100,101  m² cubie.,2 dorm.,3 baños,No disponible,No disponible,argenprop,Misiones
900000,No disponible,Junín 1800,67  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Misiones
850000,No disponible,Beato Roque González 800,65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
1100000,No disponible,Beato Roque González 800,105  m² cubie.,2 dorm.,3 baños,No disponible,No disponible,argenprop,Misiones
800000,No disponible,Ayacucho 1300,67  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Misiones
1150000,60000,"Carlos Hilario Rodriguez 600, Piso 2",No disponible,2 dorm.,1 baño,30 años,No disponible,argenprop,Neuquen
1800000,No disponible,"Avenida Argentina y República de Italia , Piso 1",80  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Neuquen
850000,85000,"Islas Malvinas 800, Piso Pb",No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Neuquen
2200000,No disponible,TARIFEÑO INMOBILIARIA ALQUILA,No disponible,2 dorm.,3 baños,No disponible,No disponible,argenprop,Neuquen
880000,69000,"Belgrano 100, Piso 4",40  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Neuquen
1500000,No disponible,B° URB. BOSCH,107  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Neuquen
1800000,No disponible,Sargento Cabral y La Rioja,88  m² cubie.,2 dorm.,No disponible,15 años,No disponible,argenprop,Neuquen
1300000,No disponible,"Presidente arturo illia 400, Piso 2",No disponible,2 dorm.,1 baño,No disponible,No disponible,argenprop,Neuquen
1000000,No disponible,Departamento en alquiler Torre Vitruvio.,No disponible,1 dorm.,2 baños,No disponible,2 ambientes,argenprop,Neuquen
1700000,No disponible,"Av. San Juan 800, Piso 4",70  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
No disponible,No disponible,Inhalantu 100,100  m² cubie.,2 dorm.,No disponible,5 años,No disponible,argenprop,Neuquen
780000,No disponible,Belgrano 200,32  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,Neuquen
1300000,No disponible,"Tucumán 100, Piso 9",No disponible,2 dorm.,1 baño,No disponible,No disponible,argenprop,Neuquen
No disponible,No disponible,DEPARTAMENTO 2 DORM EN ALQUILER - TORRE VITRUVIO,No disponible,2 dorm.,No disponible,a estrenar,3 ambientes,argenprop,Neuquen
730000,No disponible,Santa Fe Sur 100,37  m² cubie.,1 dorm.,No disponible,40 años,No disponible,argenprop,Neuquen
780000,No disponible,Antártida Argentina 600,33  m² cubie.,No disponible,1 baño,15 años,No disponible,argenprop,Neuquen
900000,90000,Alquiler Departamento Calle Mitre 900,No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Neuquen
4658300,380000,"INAL ANTU 1000, Piso 4",140  m² cubie.,2 dorm.,No disponible,12 años,No disponible,argenprop,Neuquen
1600000,No disponible,Carlos H.Rodriguez 300,48  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Neuquen
1500000,No disponible,General Manuel Belgrano 600,50  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,Neuquen
1600000,No disponible,Carlos H Rodriguez 300,No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Neuquen
1600000,No disponible,Carlos Hilario Rodriguez 300,48  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Neuquen
2700000,No disponible,Carlos Hilario Rodriguez 300,No disponible,3 dorm.,No disponible,No disponible,No disponible,argenprop,Neuquen
1300000,No disponible,"Depto en alquiler, Cordoba y Alderete",55  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Neuquen
1300000,42000,"Depto 1 dor, Edificio Vitruvio Neuquen",65  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
3200000,400000,Mendoza al 100,122  m² cubie.,3 dorm.,No disponible,25 años,No disponible,argenprop,Neuquen
1100000,No disponible,Dewey  al 200,30  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Neuquen
2000000,150000,"Belgrano 100, Piso 1",100  m² cubie.,3 dorm.,3 baños,No disponible,No disponible,argenprop,Neuquen
1500000,No disponible,FAVA 65,58  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
1300000,No disponible,Fava 65,47  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
1500000,No disponible,FAVA 65,58  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
850000,No disponible,"Alcorta 100, Piso 1",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Neuquen
630000,No disponible,2º  PISO 100,32  m² cubie.,1 dorm.,No disponible,23 años,No disponible,argenprop,Neuquen
No disponible,No disponible,Aaaa,No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Neuquen
1888500,No disponible,Mendoza 400,53  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Neuquen
1600000,No disponible,Carlos H. Rodriguez 400,78  m² cubie.,2 dorm.,No disponible,7 años,No disponible,argenprop,Neuquen
100000,No disponible,Mendoza 400,53  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Neuquen
850000,25000,Sargento Cabral 2100,65  m² cubie.,1 dorm.,No disponible,23 años,No disponible,argenprop,Neuquen
780000,50000,Belgrano 200,34  m² cubie.,No disponible,No disponible,4 años,No disponible,argenprop,Neuquen
2200000,230000,Brown Almirante 100,134  m² cubie.,4 dorm.,No disponible,26 años,No disponible,argenprop,Neuquen
1500000,160000,Sargento Cabral 300,59  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
2518000,160000,Sargento Cabral 300,110  m² cubie.,2 dorm.,No disponible,a estrenar,No disponible,argenprop,Neuquen
1300000,5000,Eugenio Perticone 600,84  m² cubie.,2 dorm.,No disponible,45 años,No disponible,argenprop,Neuquen
1300000,150000,Mitre 800,56  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Neuquen
780000,80000,Antártida Argentina 600,29  m² cubie.,No disponible,1 baño,15 años,No disponible,argenprop,Neuquen
1300000,No disponible,Mendoza 1100,70  m² cubie.,2 dorm.,No disponible,20 años,No disponible,argenprop,Neuquen
2700000,No disponible,Ch rodriguez 400,100  m² cubie.,3 dorm.,No disponible,10 años,No disponible,argenprop,Neuquen
2200000,300000,Julio Argentino Roca 1200,95  m² cubie.,3 dorm.,No disponible,5 años,No disponible,argenprop,Neuquen
2100000,141000,Gobernador Elordi 200,73  m² cubie.,2 dorm.,No disponible,24 años,No disponible,argenprop,Neuquen
1000000,130000,Jujuy 200,50  m² cubie.,1 dorm.,No disponible,7 años,No disponible,argenprop,Neuquen
500000,75000,"Rivadavia 200, Piso 3",55  m² cubie.,1 dorm.,No disponible,12 años,No disponible,argenprop,Salta
480000,No disponible,Exc depto 1 dor alq bcon/asador/gge/SUM Dean Funes 1200,52  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
480000,70000,"Alsina 300, Piso 3",32  m² cubie.,No disponible,1 baño,5 años,No disponible,argenprop,Salta
600000,70000,"Caseros 1300, Piso 2",52  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Salta
881300,No disponible,Alvarado 1800,79  m² cubie.,2 dorm.,No disponible,5 años,No disponible,argenprop,Salta
755400,70000,"Dean Funes 300, Piso 3",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Salta
No disponible,No disponible,"Vicente López 300, Piso 2",No disponible,2 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
No disponible,No disponible,"Las Heras 1300, Piso 4",57  m² cubie.,1 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
1259000,No disponible,"Deán Funes 500, Piso 3",No disponible,2 dorm.,2 baños,No disponible,No disponible,argenprop,Salta
690000,No disponible,Exc Depto 2 Dor Alq terraza/asador Alvarado al 300,55  m² cubie.,2 dorm.,No disponible,25 años,No disponible,argenprop,Salta
500000,No disponible,Exc Depto 1 Dor Alquiler x 2 años Alte Brown 200,44  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Salta
600000,No disponible,Exc Depto 1 Dor Alq Amob Gge/sum/pileta 12 Octubre 700,45  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Salta
400000,45000,Exc Depto Monoambiente Alq luminoso Ameghino al 200,38  m² cubie.,No disponible,1 baño,10 años,No disponible,argenprop,Salta
No disponible,No disponible,"Caseros 200, Piso 3",No disponible,1 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
350000,No disponible,GRAND BOURG,No disponible,1 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
800000,16000,Exc Depto 3 Dorm Bcon Alq Amoblado B° General,90  m² cubie.,3 dorm.,No disponible,40 años,No disponible,argenprop,Salta
600000,70000,"Aniceto Latorre 800, Piso 1",90  m² cubie.,3 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
No disponible,No disponible,ESTECO 200,No disponible,2 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
629500,No disponible,BUENOS AIRES 100,50  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Salta
500000,No disponible,San Lorenzo Chico,No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Salta
600000,4000,"Parque Belgrano 100, Piso 2 6",No disponible,3 dorm.,1 baño,No disponible,2 ambientes,argenprop,Salta
500000,No disponible,"Dean Funes 1000, Piso 8 810",45  m² cubie.,No disponible,1 baño,a estrenar,No disponible,argenprop,Salta
700000,80000,Juramento 1400,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
780580,75000,Exc. Depto 1 Dorm Alq Balcón/gge Dean Funes 1300,56  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Salta
360000,55000,"Alsina 300, Piso 4",30  m² cubie.,No disponible,1 baño,4 años,No disponible,argenprop,Salta
700000,85000,"Av Belgrano 2300, Piso 1",73  m² cubie.,1 dorm.,No disponible,8 años,No disponible,argenprop,Salta
450000,45000,Alquiler Monoambiente amoblado calle Juramento,32  m² cubie.,No disponible,1 baño,16 años,No disponible,argenprop,Salta
580000,75000,Av Belgrano 1500,39  m² cubie.,1 dorm.,No disponible,7 años,No disponible,argenprop,Salta
No disponible,No disponible,LOS EUCALIPTUS 600,64  m² cubie.,3 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
700000,No disponible,"Bolivar 400, Piso 4",80  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Salta
750000,90000,Necochea 300,67  m² cubie.,2 dorm.,No disponible,4 años,No disponible,argenprop,Salta
450000,55000,Av. Reyes Catolicos 1500,45  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Salta
1259000,No disponible,Departamento amoblado en alquiler calle Necochea,78  m² cubie.,2 dorm.,2 baños,No disponible,No disponible,argenprop,Salta
650000,No disponible,Monoambiente en alquiler San Lorenzo Chico,35  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,Salta
650000,85000,"Av Belgrano 2300, Piso 2",57  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Salta
3147500,No disponible,Dean Funes al 800,No disponible,2 dorm.,2 baños,a estrenar,No disponible,argenprop,Salta
500000,No disponible,Monoambiente a estrenar en alquiler,No disponible,No disponible,1 baño,a estrenar,No disponible,argenprop,Salta
600000,No disponible,Departamento en alquiler a estrenar zona Easy,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Salta
600000,No disponible,Departamento un dormitorio en alquiler Pueyrredon,65  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
700000,No disponible,Departamento tres dormitorios en alquiler,No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Salta
650000,No disponible,Departamento amoblado en alquiler,53  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,Salta
650000,No disponible,Departamento a estrenar en alquiler zona Easy,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Salta
1384900,100000,"20 De Febrero 1100, Piso 5",No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Salta
600000,206000,Gral. Güemes 1800,70  m² cubie.,1 dorm.,No disponible,15 años,No disponible,argenprop,Salta
650000,No disponible,Tres Cerritos - Júncaros 350,No disponible,3 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
750000,No disponible,Belgica y Paraguay,No disponible,3 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
320000,No disponible,Bº Scalabrini Ortiz,No disponible,1 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
380000,No disponible,B* Bancario,No disponible,2 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
660000,No disponible,Bº Casino,88  m² cubie.,3 dorm.,No disponible,No disponible,No disponible,argenprop,Salta
550000,No disponible,Departamento en alquiler zona sur,No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Salta
330000,No disponible,"Caseos 600, Piso 2",10  m² cubie.,1 dorm.,1 baño,No disponible,No disponible,argenprop,San Juan
650000,No disponible,"Av libertador 2000, Piso 2",10  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,San Juan
450000,No disponible,"DE LA ROZA, JOSE IGNACIO ESTE 100",41  m² cubie.,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,San Juan
280000,75000,"Las heras 100, Piso 1",24  m² cubie.,No disponible,1 baño,No disponible,No disponible,argenprop,San Juan
300000,No disponible,General Acha Sur 800,30  m² cubie.,No disponible,No disponible,No disponible,No disponible,argenprop,San Juan
1200000,No disponible,Libertador oeste 600,119  m² cubie.,3 dorm.,No disponible,No disponible,4 ambientes,argenprop,San Juan
750000,No disponible,Santa Fe Oeste 100,90  m² cubie.,2 dorm.,No disponible,No disponible,3 ambientes,argenprop,San Juan
400000,No disponible,AGUSTIN GNECCO 300,10  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,San Juan
290000,No disponible,Tomas Jofre este 400,No disponible,No disponible,1 baño,3 años,No disponible,argenprop,San Luis
280000,No disponible,Constitucion 1100,No disponible,1 dorm.,1 baño,No disponible,No disponible,argenprop,San Luis
410000,No disponible,Ministro Berrondo 100,No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,San Luis
400000,No disponible,Pasaje remedios de escalada de san martin 1400,No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,San Luis
620000,No disponible,Cnel J Pringles 1300,No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,San Luis
400000,No disponible,Caseros 600,No disponible,1 dorm.,1 baño,10 años,No disponible,argenprop,San Luis
850000,160000,Av. Almirante Brown  al 6700,79  m² cubie.,2 dorm.,No disponible,52 años,No disponible,argenprop,Santa fe
761250,73208,"ENTRADA INDEPENDIENTE, JARDÍN EN ESQUINA, ESTAR COMEDOR, COCINA, DOS DORMITORIOS, EQUIPADO",56  m² cubie.,2 dorm.,No disponible,11 años,No disponible,argenprop,Santa fe
761250,80000,"Semipiso estar comedor con balcon, cocina, escritorio, 2 baños, 2 dorm con placard, balcon lavadero",68  m² cubie.,2 dorm.,No disponible,5 años,No disponible,argenprop,Santa fe
517650,62397,"PARA ESTUDIAR O TRABAJAR, LUMINOSO, AMPLIO, CON BALCONES, EQUIPADO, A PASOS DE LA COSTANERA",53  m² cubie.,1 dorm.,No disponible,11 años,No disponible,argenprop,Santa fe
406000,25369,"SUPER LUMINOSO BALCON AL FRENTE, PLACARD Y COCINA A ESTRENAR",40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
406000,27906,AMPLIO CON BALCON COCINA LAVADERO SECTORIZADA A ESTRENAR,40  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
558250,45636,"SEMIPISO DE UN DORMITORIO, COCINA SECTORIAZADA, ESCRITORIO, UN BAÑO Y DOS BALCONES, COCHERA OPCIONAL",43  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Santa fe
609000,43433,"Muy luminoso, en esquina con tres balcones equipado con cocina y calefactor",51  m² cubie.,2 dorm.,No disponible,18 años,No disponible,argenprop,Santa fe
650000,100000,"SAN MARTIN 2000, Piso 6",80  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Santa fe
517650,42816,"Amplio estar comedor, equipado con cocina, calefactor, placard y aire, TERRAZA exclusiva z/COSTANERA",40  m² cubie.,1 dorm.,No disponible,16 años,No disponible,argenprop,Santa fe
714000,100000,Alquiler Dpto 3 dormis en Peatonal!,No disponible,3 dorm.,1 baño,a estrenar,No disponible,argenprop,Santa fe
399000,No disponible,Alquiler interno San Jerónimo 3900,No disponible,1 dorm.,1 baño,a estrenar,No disponible,argenprop,Santa fe
850000,70000,"BELGRANO 3100, Piso 3",No disponible,3 dorm.,No disponible,No disponible,4 ambientes,argenprop,Santa fe
400000,No disponible,Sarmiento 6400,40  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Santa fe
750000,No disponible,"San Lorenzo 1900, Piso 11",No disponible,2 dorm.,1 baño,No disponible,3 ambientes,argenprop,Santa fe
400000,122000,"AV J.J. PASO 2900, Piso 8",No disponible,3 dorm.,1 baño,No disponible,4 ambientes,argenprop,Santa fe
600000,150000,San Martin  al 1800,70  m² cubie.,2 dorm.,No disponible,40 años,No disponible,argenprop,Santa fe
230000,No disponible,PJE ALBERTI al 500,No disponible,No disponible,1 baño,50 años,No disponible,argenprop,Santa fe
550000,136000,Saavedra  al 2300,No disponible,2 dorm.,1 baño,30 años,No disponible,argenprop,Santa fe
350000,No disponible,SAN MARTIN al 1800,No disponible,1 dorm.,1 baño,30 años,No disponible,argenprop,Santa fe
585000,30000,San Jeronimo al 4300,80  m² cubie.,3 dorm.,No disponible,35 años,No disponible,argenprop,Santa fe
1200000,140000,"SAN GERONIMO 1200, Piso 7",No disponible,3 dorm.,3 baños,No disponible,4 ambientes,argenprop,Santa fe
450000,45000,"4 DE ENERO 2800, Piso 2",No disponible,1 dorm.,1 baño,No disponible,2 ambientes,argenprop,Santa fe
850000,195000,"1 DE MAYO 2500, Piso 4",120  m² cubie.,3 dorm.,2 baños,No disponible,No disponible,argenprop,Santa fe
230000,No disponible,Pje. Alberti 570 P1 - D4,30  m² cubie.,No disponible,1 baño,40 años,No disponible,argenprop,Santa fe
530000,70000,San Jeronimo al 2000,No disponible,2 dorm.,1 baño,50 años,No disponible,argenprop,Santa fe
320000,25000,San Jose al 2200,No disponible,1 dorm.,1 baño,30 años,No disponible,argenprop,Santa fe
530000,62000,San Jeronimo al 3900,65  m² cubie.,2 dorm.,No disponible,25 años,No disponible,argenprop,Santa fe
480000,55000,"9 DE JULIO 3400, Piso 8",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
550000,No disponible,"BV. PELLEGRINI 3100, Piso 8",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
550000,60000,"BV. PELLEGRINI 3100, Piso 7",No disponible,1 dorm.,No disponible,No disponible,2 ambientes,argenprop,Santa fe
450000,38000,Francia  al 2600,No disponible,1 dorm.,1 baño,20 años,No disponible,argenprop,Santa fe
380000,37000,"Iturraspe 2100, Piso 1",50  m² cubie.,1 dorm.,No disponible,2005 años,No disponible,argenprop,Santa fe
620000,40000,Saavedra 3900,65  m² cubie.,2 dorm.,No disponible,20 años,No disponible,argenprop,Santa fe
450000,37000,1ro de Mayo al 1800,80  m² cubie.,2 dorm.,No disponible,50 años,No disponible,argenprop,Santa fe
No disponible,No disponible,Avenida General Paz 7700,55  m² cubie.,2 dorm.,No disponible,1 año,No disponible,argenprop,Santa fe
650000,77000,Alte Brown  al 5700,No disponible,2 dorm.,1 baño,50 años,No disponible,argenprop,Santa fe
650000,No disponible,"1º DE MAYO 1900, Piso 11",No disponible,No disponible,No disponible,No disponible,No disponible,argenprop,Santa fe
270000,No disponible,Ricardo Aldao 1400,25  m² cubie.,1 dorm.,No disponible,18 años,No disponible,argenprop,Santa fe
440000,50000,San Martín 2200,45  m² cubie.,1 dorm.,No disponible,30 años,No disponible,argenprop,Santa fe
550000,70000,Calle Francia 2200,49  m² cubie.,1 dorm.,No disponible,3 años,No disponible,argenprop,Santa fe
550000,50000,Gobernador Crespo 3900,60  m² cubie.,2 dorm.,No disponible,16 años,No disponible,argenprop,Santa fe
420000,50000,San Martín 2400,45  m² cubie.,1 dorm.,No disponible,30 años,No disponible,argenprop,Santa fe
450000,40000,Espora 800,50  m² cubie.,1 dorm.,No disponible,12 años,No disponible,argenprop,Santa fe
950000,320000,"BV. GALVEZ 1100, Piso 1",No disponible,2 dorm.,2 baños,No disponible,3 ambientes,argenprop,Santa fe
750000,180000,San Lorenzo 2700,140  m² cubie.,3 dorm.,No disponible,19 años,No disponible,argenprop,Santa fe
900000,150000,Boulevard Gálvez 2000,70  m² cubie.,2 dorm.,No disponible,13 años,No disponible,argenprop,Santa fe
470000,25000,Ituzaingó 1900,"41,11  m² cubie.",1 dorm.,No disponible,7 años,No disponible,argenprop,Santa fe
600000,No disponible,Juan de Garay 3000,55  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Santa fe
503600,No disponible,Lisandro de la Torre 3900,65  m² cubie.,1 dorm.,No disponible,2 años,No disponible,argenprop,Santa fe
550000,No disponible,Calle Teodoro Mendoza 4000,No disponible,1 dorm.,1 baño,9 años,No disponible,argenprop,Tierra del fuego
650000,No disponible,De la rastra 2000,35  m² cubie.,1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
790000,20000,Ramón Cortez 500,70  m² cubie.,2 dorm.,1 baño,No disponible,No disponible,argenprop,Tierra del fuego
650000,No disponible,Avenida Leandro Alem 4400,40  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Tierra del fuego
1825000,No disponible,"Presidente Bernardino Rivadavia 100, Piso 2",90  m² cubie.,2 dorm.,No disponible,14 años,No disponible,argenprop,Tierra del fuego
890000,No disponible,"Walanika 300, Piso 3",45  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
850000,No disponible,"Walanika 300, Piso 3",45  m² cubie.,1 dorm.,No disponible,6 años,No disponible,argenprop,Tierra del fuego
680000,No disponible,"Walanika 300, Piso 3",40  m² cubie.,1 dorm.,No disponible,8 años,No disponible,argenprop,Tierra del fuego
750000,No disponible,12 de Octubre 300,31  m² cubie.,1 dorm.,No disponible,4 años,No disponible,argenprop,Tierra del fuego
1250000,No disponible,INDEPENDENCIA 213,54  m² cubie.,2 dorm.,No disponible,6 años,No disponible,argenprop,Tierra del fuego
750000,No disponible,9 de julio N°229,55  m² cubie.,No disponible,1 baño,4 años,No disponible,argenprop,Tierra del fuego
850000,No disponible,Olegario Andrade 500,36  m² cubie.,1 dorm.,No disponible,5 años,No disponible,argenprop,Tierra del fuego
650000,145000,Los Ñires 3900,"25,06  m² cubie.",1 dorm.,No disponible,a estrenar,No disponible,argenprop,Tierra del fuego
700000,50000,Alem 4600,40  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
700000,50000,Alem 4600,40  m² cubie.,1 dorm.,No disponible,10 años,No disponible,argenprop,Tierra del fuego
950000,50000,Gobernador Ernesto Manuel Campos 1500,"52,08  m² cubie.",1 dorm.,No disponible,1 año,No disponible,argenprop,Tierra del fuego
